Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Gyro X,Gyro Y,Gyro Z,Accelerometer X,Accelerometer Y,Accelerometer Z
12666243,223571282,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,42700,-2598,-17517,,,
12669134,223574173,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-91047,39710
12672653,223577692,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,454,-368694,464361,5478977,-11071,11729,98691,-625,12517,99212,2892,-2613,-3653,-3348,-2371,-3295,614,570,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12677128,223582167,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,42000,-4180,-20639,,,
12679026,223584065,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90661,39779
12682649,223587688,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,454,-368565,464024,5489257,-11119,11851,98671,-586,12371,99230,2928,-2598,-3668,-3346,-2409,-3277,614,568,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12688013,223593052,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,44800,-6248,-21004,,,
12688918,223593957,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-90342,40233
12692636,223597675,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,453,-366465,467246,5435673,-11115,11873,98669,-589,12649,99195,2892,-2613,-3653,-3348,-2372,-3295,614,570,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12698810,223603849,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-90729,40165
12698898,223603937,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,47600,-10141,-23112,,,
12702631,223607670,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,453,-369410,471176,5465773,-11159,11898,98661,-618,12662,99193,2927,-2598,-3668,-3347,-2410,-3277,614,569,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12708702,223613741,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90342,40233
12709783,223614822,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,48300,-13344,-25099,,,
12712621,223617660,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,454,-370012,468934,5494346,-11066,11794,98684,-640,12542,99208,2892,-2613,-3653,-3348,-2372,-3295,615,569,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12718611,223623650,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10983,-90593,39392
12720668,223625707,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,49000,-11723,-26234,,,
12722614,223627653,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1060,454,-367857,465751,5461576,-11165,12016,98646,-569,12376,99230,2927,-2598,-3668,-3347,-2410,-3277,616,567,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12728520,223633559,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10591,-91115,40097
12731553,223636592,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,48300,-9168,-28627,,,
12732604,223637643,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1061,452,-367675,469013,5399279,-11200,11961,98648,-614,12774,99179,2891,-2613,-3653,-3348,-2372,-3295,615,570,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12738429,223643468,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-91251,40869
12742457,223647496,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,43400,-11276,-24734,,,
12742626,223647665,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1061,452,-367645,467222,5388808,-11290,12103,98621,-580,12644,99196,2927,-2598,-3668,-3347,-2410,-3276,615,568,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12748338,223653377,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9022,-91251,40869
12752621,223657660,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1061,454,-368562,459144,5413430,-11209,11897,98655,-608,12443,99221,2891,-2613,-3653,-3349,-2372,-3294,615,567,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12753361,223658400,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,40600,-10748,-19665,,,
12758247,223663286,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-91183,40483
12762613,223667652,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1061,455,-363855,449512,5330198,-11357,12187,98603,-503,12199,99252,2927,-2598,-3668,-3348,-2410,-3275,617,565,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12764265,223669304,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,39900,-9330,-23680,,,
12768156,223673195,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-90797,40551
12772597,223677636,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,453,-361603,449399,5249280,-11415,12111,98605,-497,12592,99203,2891,-2613,-3653,-3349,-2373,-3293,615,569,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12775169,223680208,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,37100,-8519,-24248,,,
12778065,223683104,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90729,40165
12782593,223687632,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,453,-361840,449481,5236838,-11506,12355,98565,-475,12431,99223,2926,-2598,-3668,-3348,-2411,-3275,616,566,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12786073,223691112,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,44100,-8965,-25748,,,
12787974,223693013,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90342,40233
12792585,223697624,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1061,455,-360654,442109,5264384,-11376,12024,98621,-471,12360,99232,2891,-2613,-3653,-3349,-2373,-3293,615,568,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12796977,223702016,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,44800,-7423,-18368,,,
12797883,223702922,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-90342,40233
12802582,223707621,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,456,-360480,438602,5248305,-11459,12322,98574,-453,12034,99272,2926,-2598,-3668,-3348,-2411,-3275,616,564,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12807792,223712831,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90342,40233
12807881,223712920,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,46200,-4909,-16503,,,
12812566,223717605,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,455,-359423,436854,5184661,-11517,12127,98592,-453,12416,99225,2891,-2613,-3652,-3349,-2373,-3292,615,568,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12817701,223722740,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90342,40233
12818785,223723824,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,49700,-5801,-19504,,,
12822558,223727597,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,455,-357076,432028,5140002,-11620,12420,98543,-398,12174,99255,2926,-2598,-3668,-3348,-2411,-3274,615,565,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12827610,223732649,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-90661,39779
12829689,223734728,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,48300,-6734,-18247,,,
12832552,223737591,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,456,-358272,430910,5188255,-11493,12057,98603,-429,12263,99244,2891,-2613,-3652,-3350,-2374,-3292,615,567,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12837519,223742558,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-91115,40097
12840593,223745632,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,51800,-6288,-16746,,,
12842545,223747584,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1062,457,-359249,426917,5167277,-11597,12391,98549,-443,11902,99288,2926,-2598,-3668,-3348,-2411,-3274,617,563,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12847413,223752452,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-91047,39710
12851497,223756536,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,50400,-3449,-12692,,,
12852535,223757574,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1063,456,-357851,423145,5109203,-11649,12096,98580,-427,12293,99241,2891,-2613,-3652,-3350,-2374,-3291,614,566,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12857307,223762346,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-91501,40029
12862401,223767440,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,50400,-3367,-9123,,,
12862557,223767596,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1064,456,-359389,423429,5099425,-11743,12454,98524,-449,12012,99275,2926,-2598,-3668,-3348,-2412,-3273,615,564,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12867201,223772240,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-91570,40415
12872547,223777586,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1064,457,-363027,420891,5131465,-11698,12138,98569,-515,12070,99268,2890,-2613,-3652,-3350,-2374,-3290,615,564,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12873290,223778329,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,45500,-5313,-10177,,,
12877095,223782134,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-91638,40801
12882544,223787583,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1064,458,-364857,420559,5149055,-11719,12462,98526,-562,11682,99314,2926,-2598,-3668,-3348,-2412,-3272,616,561,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12884179,223789218,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,44800,-3124,-10502,,,
12886989,223792028,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90865,40937
12892529,223797568,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1065,456,-366681,424124,5117707,-11789,12168,98554,-583,12216,99249,2890,-2613,-3652,-3350,-2375,-3290,614,563,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12895068,223800107,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,42000,-3692,-11313,,,
12896883,223801922,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9414,-90797,40551
12902525,223807564,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1066,455,-366907,424873,5065169,-11938,12657,98475,-600,12010,99274,2926,-2598,-3668,-3348,-2412,-3271,615,561,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12905957,223810996,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,42700,-7949,-11353,,,
12906777,223811816,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90479,41006
12912515,223817554,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1066,455,-371809,428915,5117043,-11880,12254,98533,-677,12304,99238,2890,-2614,-3652,-3350,-2375,-3289,615,562,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12916671,223821710,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-90797,40551
12916846,223821885,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,46200,-9368,-7338,,,
12922508,223827547,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1066,455,-376255,433117,5165328,-11880,12659,98482,-769,11857,99292,2925,-2598,-3668,-3348,-2412,-3271,616,558,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12926565,223831604,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-9807,-91183,40483
12927735,223832774,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,44100,-8557,-7906,,,
12932497,223837536,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1067,454,-375579,433962,5112892,-11955,12444,98500,-745,12310,99237,2890,-2614,-3651,-3350,-2375,-3288,615,560,Valid,Valid,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,,,
12936459,223841498,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,,,,-10199,-91570,40415
12938624,223843663,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,5977,16,1036,460,42700,-11639,-10582,,,
