Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Gyro X,Gyro Y,Gyro Z,Accelerometer X,Accelerometer Y,Accelerometer Z
3539731,214444770,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89456,41983
3546019,214451058,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,37100,-16100,-13501,,,
3547952,214452991,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,996,717,-47318,-518041,3531360,-6813,-3129,99719,5448,-10358,99313,2949,-2686,-3636,-3339,-2427,-3347,591,546,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3549586,214454625,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-90297,42233
3556885,214461924,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,39900,-15046,-15447,,,
3557943,214462982,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,996,718,-47380,-514359,3489744,-6479,-2898,99748,5102,-10615,99304,2917,-2698,-3636,-3321,-2388,-3357,594,546,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3559441,214464480,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-90297,42233
3567751,214472790,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,37100,-14478,-14637,,,
3567939,214472978,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,996,719,-46143,-511473,3464589,-6814,-2960,99724,5485,-10422,99304,2949,-2686,-3635,-3339,-2427,-3347,589,547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3569296,214474335,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9807,-89979,42687
3577924,214482963,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,996,718,-46827,-513694,3483463,-6492,-2894,99747,5142,-10606,99303,2917,-2698,-3637,-3321,-2388,-3357,592,547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3578617,214483656,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,39200,-12857,-15772,,,
3579151,214484190,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9807,-89524,42369
3587916,214492955,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-48293,-517439,3523531,-6779,-3076,99723,5360,-10410,99312,2949,-2686,-3635,-3339,-2427,-3347,589,549,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3589006,214494045,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89138,42437
3589483,214494522,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,46200,-11033,-26113,,,
3597911,214502950,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-50732,-517320,3524539,-6545,-2969,99741,5008,-10576,99313,2917,-2698,-3638,-3321,-2388,-3357,594,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3598861,214503900,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89524,42369
3600349,214505388,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,49700,-5518,-25140,,,
3607903,214512942,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,999,716,-55147,-518560,3565943,-6830,-3044,99720,5079,-10355,99333,2949,-2686,-3636,-3339,-2427,-3347,589,551,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3608716,214513755,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89524,42369
3611215,214516254,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,50400,-125,-23478,,,
3617892,214522931,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,716,-52400,-520398,3587247,-6528,-3023,99741,4933,-10464,99329,2917,-2697,-3639,-3321,-2388,-3357,592,550,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3618571,214523610,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89979,42687
3622081,214527120,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,49700,2349,-17356,,,
3627883,214532922,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,717,-49470,-518620,3552095,-6820,-3120,99718,5351,-10328,99321,2949,-2685,-3636,-3339,-2427,-3347,589,550,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3628426,214533465,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-90365,42619
3632947,214537986,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,46900,1823,-10340,,,
3637905,214542944,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-49791,-512434,3483436,-6632,-2898,99738,5133,-10541,99310,2917,-2697,-3640,-3321,-2388,-3357,594,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3638254,214543293,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8630,-90433,43005
3643813,214548852,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,42700,-163,-7137,,,
3647902,214552941,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-48740,-512733,3482408,-7017,-3083,99706,5561,-10303,99312,2949,-2685,-3636,-3339,-2427,-3347,590,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3648082,214553121,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8630,-90115,43460
3654688,214559727,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,42000,-1096,-5880,,,
3657887,214562926,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-49055,-514083,3493444,-6674,-2974,99733,5218,-10515,99309,2916,-2697,-3640,-3321,-2388,-3357,591,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3657910,214562949,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8238,-90115,43460
3665563,214570602,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,42000,-4867,-8677,,,
3667738,214572777,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8238,-89979,42687
3667883,214572922,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,718,-50717,-515098,3498559,-7033,-3127,99703,5481,-10325,99314,2949,-2685,-3637,-3339,-2427,-3347,591,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3676438,214581477,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,43400,-9328,-11596,,,
3677566,214582605,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8238,-89206,42823
3677873,214582912,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,720,-51706,-510069,3430289,-6766,-2872,99729,5148,-10631,99300,2917,-2697,-3640,-3321,-2388,-3357,593,547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3687313,214592352,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,48300,-13343,-13015,,,
3687394,214592433,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-8238,-88752,42505
3687867,214592906,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,720,-49551,-505493,3394677,-7162,-2938,99700,5631,-10377,99301,2949,-2685,-3637,-3339,-2427,-3347,591,545,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3697222,214602261,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-88752,42505
3697856,214602895,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,719,-47382,-505173,3406875,-6668,-2747,99740,5268,-10581,99299,2917,-2697,-3640,-3322,-2388,-3357,591,547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3698188,214603227,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,49700,-15492,-16948,,,
3707050,214612089,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-89524,42369
3707847,214612886,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,997,720,-46674,-504855,3392110,-7085,-2919,99706,5705,-10371,99297,2949,-2685,-3637,-3339,-2427,-3347,588,544,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3709063,214614102,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,48300,-17317,-18691,,,
3716878,214621917,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-89592,42755
3717841,214622880,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,721,-49480,-500217,3349820,-6750,-2619,99738,5215,-10648,99295,2917,-2697,-3640,-3321,-2388,-3357,591,545,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3719938,214624977,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,47600,-17317,-18691,,,
3726706,214631745,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-89592,42755
3727835,214632874,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,721,-50881,-499167,3334180,-7158,-2723,99706,5531,-10472,99296,2949,-2685,-3636,-3339,-2427,-3347,587,545,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3730813,214635852,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,44100,-21454,-19420,,,
3736534,214641573,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-89910,42301
3737850,214642889,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,721,-51159,-500858,3345050,-6760,-2617,99737,5131,-10700,99293,2917,-2697,-3639,-3321,-2388,-3357,588,546,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3741688,214646727,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,46200,-18818,-18245,,,
3746362,214651401,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89592,42755
3747845,214652884,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,720,-50984,-502094,3373696,-7070,-2762,99712,5452,-10449,99303,2949,-2685,-3636,-3339,-2427,-3347,585,545,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3752563,214657602,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,44100,-16546,-15001,,,
3756190,214661229,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9022,-89206,42823
3757837,214662876,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,720,-51413,-502417,3379592,-6762,-2662,99736,5132,-10617,99302,2917,-2697,-3639,-3321,-2388,-3356,589,546,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3763438,214668477,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,46200,-18493,-16055,,,
3766018,214671057,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9414,-89524,42369
3767834,214672873,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,720,-51684,-505174,3403263,-7164,-2899,99701,5524,-10370,99307,2949,-2685,-3635,-3339,-2427,-3347,584,546,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3774313,214679352,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,50400,-14560,-18205,,,
3775820,214680859,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9807,-89320,41210
3777818,214682857,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,998,717,-51738,-510257,3493618,-6761,-2881,99730,5160,-10409,99323,2918,-2697,-3637,-3321,-2388,-3356,586,547,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3785173,214690212,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,49700,-13992,-17394,,,
3785622,214690661,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-10983,-89456,41983
3787809,214692848,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,999,716,-54933,-515083,3543787,-7067,-3095,99702,5318,-10202,99336,2950,-2685,-3634,-3339,-2427,-3346,583,549,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3795424,214700463,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-10591,-89910,42301
3796033,214701072,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,49000,-8031,-14921,,,
3797806,214702845,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,999,716,-56168,-515507,3547427,-6796,-2982,99724,4989,-10392,99333,2918,-2697,-3636,-3321,-2388,-3356,587,548,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3805226,214710265,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-10199,-90365,42619
3806893,214711932,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,47600,-2151,-16017,,,
3807798,214712837,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,999,715,-55663,-514220,3552183,-7043,-3048,99705,5260,-10177,99342,2950,-2685,-3633,-3338,-2427,-3346,586,550,Valid,Valid,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,,,
3815028,214720067,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,2589,6,1006,705,,,,-9807,-91206,42869
